Player_Name,Team,Position,Games_Played,Minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,three_points,three_points_attempted,Three_points_percentage,Free_throw,Free_throw_attempt,Free_throw_percentage,Offensive_rebounds,Defensive_rebounds,Total_rebounds,Assists,Steals,Turnovers,Blocks,Personal_fouls,PTS,Playmaking,Shooting,Offense,All_Around,Defense
Terrence Ross,TOR,SG,73,17.2,2.6,6.3,40.6,0.9,2.7,32.8,0.5,0.6,71.7,0.5,1.5,2,0.7,0.6,0.7,0.2,1.7,6.5,-1.356589147,0.49545227,0.891181989,5.712328767,2.3
Terrence Williams,BOS,SG,23,12.5,1.9,3.8,50,0.2,0.6,38.5,0.3,0.8,42.1,0.1,1.5,1.7,1.6,0.4,0.8,0,0.5,4.4,2.133333333,0.53202697,0.885964912,5.913043478,1.9
Thabo Sefolosha,OKC,SG,80,27.6,2.8,5.8,48.2,1.3,3.2,42,0.7,0.9,82.6,0.7,3.2,3.9,1.5,1.3,0.8,0.6,2.2,7.6,0.724637681,0.613298903,1.078014184,11.3,5.1
Thaddeus Young,PHI,SF,76,34.5,6.7,12.6,52.8,0,0.1,12.5,1.4,2.4,57.5,2.3,5,7.4,1.6,1.8,1.1,0.7,2.5,14.8,-0.096618357,0.541865752,0.9929391,20.30263158,7.5
Thomas Robinson,SAC,PF,51,15.9,2,4.7,42.6,0,0,0,0.8,1.4,57.7,1.8,2.9,4.7,0.7,0.5,1.3,0.4,1.9,4.8,-5.241090147,0.451629553,0.717423133,7.725490196,3.8
Tiago Splitter,SAS,C,82,24.6,3.9,6.9,55.8,0,0,0,2.5,3.5,72.8,1.8,4.6,6.3,1.6,0.8,1.2,0.8,2,10.3,-0.54200542,0.61030219,1.046439628,16.62195122,6.2
Tim Duncan,SAS,PF,70,30,7.2,14.2,50.4,0,0.1,28.6,3.6,4.4,81.8,1.8,8.2,10,2.7,0.7,2.1,2.7,1.7,18,-1,0.557759048,0.972972973,25.8,11.6
Tobias Harris,ORL,SF,26,35.7,6.7,14.6,46.1,1,3.3,31.4,3,4.2,71.6,2.1,6.3,8.4,2,0.9,1.8,1.3,3.3,17.5,-1.307189542,0.531591738,0.944963655,21.57692308,8.5
Toney Douglas,HOU,PG,49,18.7,2.8,7.2,39.5,1.2,3.3,37.7,1.2,1.4,88.2,0.5,1.4,1.8,1.9,0.8,1.1,0,2.1,8.1,0.891265597,0.517790067,0.899207248,7.285714286,2.2
Tony Allen,MEM,SG,78,26.9,3.6,8.1,44.4,0,0.3,12.5,1.7,2.4,71.7,1.6,3.1,4.6,1.2,1.5,1.2,0.6,2.7,9,-1.486988848,0.491403931,0.85661989,11.91025641,5.2
Tony Parker,SAS,PG,66,33,7.9,15.1,52.2,0.4,1,34.8,4.2,5,84.5,0.3,2.7,3,7.6,0.8,2.6,0.1,1.4,20.3,7.474747475,0.586587288,1.004497751,22.81818182,3.6
Travis Outlaw,SAC,SF,37,11.8,2,4.7,42.2,0.4,1.4,28,1,1.4,73.1,0.5,1.2,1.6,0.6,0.3,0.5,0.2,0.9,5.4,-0.847457627,0.507923608,0.913242009,5.27027027,1.7
Trevor Ariza,WAS,SF,57,26.4,3.3,8.1,41.3,1.4,3.8,35.8,1.4,1.7,82.1,0.8,4,4.8,2,1.3,1.5,0.4,1.3,9.4,-0.631313131,0.531029563,0.898575021,11.89473684,5.7
Trevor Booker,WAS,PF,49,18.4,2.2,4.5,48.9,0,0.1,0,0.9,1.6,57.7,2,2.9,4.9,0.8,0.7,0.7,0.3,2,5.3,-0.905797101,0.509164969,0.884353741,9.693877551,3.9
Tristan Thompson,CLE,PF,81,31.2,4.7,9.7,48.6,0,0,0,2.1,3.5,59.6,3.7,5.6,9.3,1.3,0.7,1.5,0.9,2.9,11.5,-2.02991453,0.511548257,0.887619048,18.59259259,7.2
Troy Murphy,DAL,PF,14,18.3,1.6,4.4,36.1,0.8,2.5,31.4,0.7,0.8,90.9,0.5,3,3.5,0.5,0.7,0.5,0.4,2.1,4.6,-0.910746812,0.478755236,0.859060403,6.5,4.1
Ty Lawson,DEN,PG,73,34.4,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,0.5,2.2,2.7,6.8,1.5,2.5,0.1,1.8,16.7,5.910852713,0.549514948,0.929824561,19.17808219,3.8
Tyler Hansbrough,IND,PF,81,16.9,2.2,5,43.1,0,0,0,2.7,3.7,72,2,2.7,4.7,0.5,0.3,1,0.2,1.9,7,-3.944773176,0.527932961,0.891509434,9.901234568,3.2
Tyler Zeller,CLE,C,76,26.3,3.2,7.2,43.8,0,0.1,0,1.6,2,76.8,2.1,3.6,5.7,1.3,0.5,1.2,0.9,3.2,7.9,-1.267427123,0.488694859,0.840336134,11.48684211,5
Tyreke Evans,SAC,PG,64,30.8,5.6,11.7,47.5,0.7,2,33.3,3.2,4.1,77.7,0.8,3.5,4.3,3.5,1.4,2,0.4,2.1,15,1.082251082,0.555375573,0.952380952,17.421875,5.3
Tyrus Thomas,CHA,PF,26,13.5,1.8,5,35.1,0.1,0.3,42.9,1,1.2,83.9,0.5,1.7,2.2,0.7,0.5,0.7,0.6,2,4.7,-1.728395062,0.424672793,0.74617737,5,2.8
Tyson Chandler,NYK,C,65,32.7,3.9,6,64.1,0,0,0,2.8,4,69.4,4.1,6.6,10.6,0.9,0.6,1.3,1.2,2.9,10.5,-2.140672783,0.67704203,1.12892562,21.6,8.4
Udonis Haslem,MIA,PF,75,18.8,1.8,3.4,51.2,0,0,0,0.5,0.6,72.3,1.3,4.1,5.4,0.5,0.4,0.6,0.2,2.3,4,-1.418439716,0.545851528,0.930232558,8.413333333,4.7
Victor Claver,POR,SF,48,16.4,1.5,3.8,38.7,0.5,1.8,29.4,0.3,0.6,44.8,0.6,1.8,2.4,0.9,0.5,0.9,0.2,1.5,3.7,-1.829268293,0.456972684,0.743215031,4.8125,2.5
Vince Carter,DAL,SG,80,25.8,4.6,10.6,43.7,2,4.9,41,2.3,2.8,81.6,0.7,3.4,4.1,2.3,1,1.3,0.5,2.8,13.5,0.904392765,0.570486815,1.015037594,14.6,4.9
Wayne Ellington,CLE,SG,37,25.6,3.8,8.7,43.5,1.4,3.8,36.9,1.4,1.5,91.2,0.5,2.4,2.9,1.7,0.8,0.9,0.1,1.1,10.4,0.911458333,0.555331179,1.005221932,10.24324324,3.3
Wesley Johnson,PHO,SF,49,18.8,3.2,7.9,40.6,1,3.1,32.9,0.5,0.7,78.8,0.4,2,2.5,0.7,0.4,0.9,0.4,1.1,8,-2.304964539,0.487610708,0.875,6.632653061,2.8
Wesley Matthews,POR,SG,68,34.8,5.1,11.6,43.9,2.5,6.1,40.6,2.1,2.7,79.6,0.5,2.3,2.8,2.5,1.3,1.6,0.3,2.5,14.8,0.191570881,0.578187503,1.016161616,14.17647059,3.9
Will Barton,POR,SG,72,12.1,1.6,4.2,38,0.1,0.9,14.3,0.7,0.9,76.6,0.5,1.4,1.9,0.8,0.5,0.8,0.1,0.8,4,-2.203856749,0.435571688,0.733757962,4.097222222,2
Will Bynum,DET,PG,65,18.7,3.9,8.3,46.9,0.4,1.2,31.6,1.6,2,80.9,0.4,1.1,1.5,3.6,0.7,1.9,0.1,2,9.8,2.673796791,0.53332217,0.873799726,9.815384615,1.9
Willie Green,LAC,SG,72,16.5,2.5,5.4,46.1,1,2.3,42.8,0.3,0.4,71.9,0.2,1.1,1.3,0.8,0.4,0.4,0.2,1.3,6.3,0.808080808,0.565013939,1.049710983,5.805555556,1.7
Wilson Chandler,DEN,SG,44,25.3,5,10.7,46.6,1.3,3,41.7,2,2.5,78.6,1.1,4,5.1,1.4,1.1,1.4,0.3,2.8,13.2,-1.844532279,0.559299191,0.988095238,14.47727273,5.4
Xavier Henry,NOR,SG,49,12.4,1.3,3.2,42.3,0.1,0.2,36.4,1.1,1.8,62.5,0.4,1.4,1.8,0.3,0.3,0.6,0.1,1.5,3.9,-3.225806452,0.487941958,0.830434783,4.612244898,1.8
Zach Randolph,MEM,PF,75,34.3,6.2,13.4,46.1,0,0.3,8.7,3,4,74.9,4.1,7.2,11.3,1.4,0.8,2,0.4,2.4,15.4,-3.109815355,0.507915567,0.885057471,21.10666667,8.4
Zaza Pachulia,ATL,C,52,21.8,2.2,4.6,47.3,0,0.1,0,1.5,2,75.7,2.5,3.9,6.5,1.5,0.7,1.3,0.2,2.5,5.9,-1.376146789,0.539050428,0.855153203,11.57692308,4.8
